0.000000	40.000000	-1.151930
0.500000	40.000000	-1.693510
1.000000	40.000000	-2.258280
1.500000	40.000000	-2.802000
2.000000	40.000000	-3.263120
2.500000	40.000000	-3.547350
3.000000	40.000000	-3.734580
3.500000	40.000000	-3.872860
4.000000	40.000000	-3.994730
4.500000	40.000000	-4.115280
5.000000	40.000000	-4.218910
5.500000	40.000000	-4.274950
6.000000	40.000000	-4.252840
6.500000	40.000000	-4.183630
7.000000	40.000000	-4.049760
7.500000	40.000000	-3.893260
8.000000	40.000000	-3.755630
8.500000	40.000000	-3.664950
9.000000	40.000000	-3.624360
9.500000	40.000000	-3.624160
10.000000	40.000000	-3.646590
10.500000	40.000000	-3.660190
11.000000	40.000000	-3.696230
11.500000	40.000000	-3.771380
12.000000	40.000000	-3.893810
12.500000	40.000000	-4.059850
13.000000	40.000000	-4.245900
13.500000	40.000000	-4.418640
14.000000	40.000000	-4.546830
14.500000	40.000000	-4.633000
15.000000	40.000000	-4.659070
15.500000	40.000000	-4.640390
16.000000	40.000000	-4.595610
0.000000	39.500000	-1.599460
0.500000	39.500000	-2.021050
1.000000	39.500000	-2.466800
1.500000	39.500000	-2.899460
2.000000	39.500000	-3.264460
2.500000	39.500000	-3.514860
3.000000	39.500000	-3.682240
3.500000	39.500000	-3.810970
4.000000	39.500000	-3.936920
4.500000	39.500000	-4.088670
5.000000	39.500000	-4.242960
5.500000	39.500000	-4.376980
6.000000	39.500000	-4.461890
6.500000	39.500000	-4.328860
7.000000	39.500000	-4.158750
7.500000	39.500000	-3.990410
8.000000	39.500000	-3.854660
8.500000	39.500000	-3.781660
9.000000	39.500000	-3.756020
9.500000	39.500000	-3.757410
10.000000	39.500000	-3.765730
10.500000	39.500000	-3.773090
11.000000	39.500000	-3.788830
11.500000	39.500000	-3.833530
12.000000	39.500000	-3.926980
12.500000	39.500000	-4.083190
13.000000	39.500000	-4.276570
13.500000	39.500000	-4.475500
14.000000	39.500000	-4.639340
14.500000	39.500000	-4.685820
15.000000	39.500000	-4.682820
15.500000	39.500000	-4.654040
16.000000	39.500000	-4.610460
0.000000	39.000000	-2.034240
0.500000	39.000000	-2.344150
1.000000	39.000000	-2.678530
1.500000	39.000000	-3.013010
2.000000	39.000000	-3.309020
2.500000	39.000000	-3.502250
3.000000	39.000000	-3.640730
3.500000	39.000000	-3.755860
4.000000	39.000000	-3.880740
4.500000	39.000000	-4.057000
5.000000	39.000000	-4.238430
5.500000	39.000000	-4.387180
6.000000	39.000000	-4.462380
6.500000	39.000000	-4.380480
7.000000	39.000000	-4.236160
7.500000	39.000000	-4.079380
8.000000	39.000000	-3.953570
8.500000	39.000000	-3.906600
9.000000	39.000000	-3.904620
9.500000	39.000000	-3.916670
10.000000	39.000000	-3.914260
10.500000	39.000000	-3.911050
11.000000	39.000000	-3.896120
11.500000	39.000000	-3.900170
12.000000	39.000000	-3.955210
12.500000	39.000000	-4.094790
13.000000	39.000000	-4.285010
13.500000	39.000000	-4.492580
14.000000	39.000000	-4.665920
14.500000	39.000000	-4.698780
15.000000	39.000000	-4.684540
15.500000	39.000000	-4.656640
16.000000	39.000000	-4.621140
0.000000	38.500000	-2.488610
0.500000	38.500000	-2.682930
1.000000	38.500000	-2.898830
1.500000	38.500000	-3.124580
2.000000	38.500000	-3.336740
2.500000	38.500000	-3.497470
3.000000	38.500000	-3.625450
3.500000	38.500000	-3.737840
4.000000	38.500000	-3.863420
4.500000	38.500000	-4.060670
5.000000	38.500000	-4.256800
5.500000	38.500000	-4.403980
6.000000	38.500000	-4.461200
6.500000	38.500000	-4.432670
7.000000	38.500000	-4.325560
7.500000	38.500000	-4.190020
8.000000	38.500000	-4.078320
8.500000	38.500000	-4.061200
9.000000	38.500000	-4.087750
9.500000	38.500000	-4.127540
10.000000	38.500000	-4.152140
10.500000	38.500000	-4.098730
11.000000	38.500000	-4.033700
11.500000	38.500000	-3.988950
12.000000	38.500000	-3.996570
12.500000	38.500000	-4.106200
13.000000	38.500000	-4.269580
13.500000	38.500000	-4.459410
14.000000	38.500000	-4.642620
14.500000	38.500000	-4.657060
15.000000	38.500000	-4.655480
15.500000	38.500000	-4.653650
16.000000	38.500000	-4.646320
0.000000	38.000000	-3.005230
0.500000	38.000000	-3.070950
1.000000	38.000000	-3.155060
1.500000	38.000000	-3.264490
2.000000	38.000000	-3.401730
2.500000	38.000000	-3.536280
3.000000	38.000000	-3.673620
3.500000	38.000000	-3.801550
4.000000	38.000000	-3.934520
4.500000	38.000000	-4.149260
5.000000	38.000000	-4.353620
5.500000	38.000000	-4.516310
6.000000	38.000000	-4.622890
6.500000	38.000000	-4.569460
7.000000	38.000000	-4.472630
7.500000	38.000000	-4.357100
8.000000	38.000000	-4.257700
8.500000	38.000000	-4.260220
9.000000	38.000000	-4.294230
9.500000	38.000000	-4.334580
10.000000	38.000000	-4.356530
10.500000	38.000000	-4.281410
11.000000	38.000000	-4.191820
11.500000	38.000000	-4.116420
12.000000	38.000000	-4.081270
12.500000	38.000000	-4.148860
13.000000	38.000000	-4.248990
13.500000	38.000000	-4.351580
14.000000	38.000000	-4.441190
14.500000	38.000000	-4.532680
15.000000	38.000000	-4.608330
15.500000	38.000000	-4.671330
16.000000	38.000000	-4.718850
0.000000	37.500000	-3.621720
0.500000	37.500000	-3.537510
1.000000	37.500000	-3.469870
1.500000	37.500000	-3.445760
2.000000	37.500000	-3.492610
2.500000	37.500000	-3.638540
3.000000	37.500000	-3.821120
3.500000	37.500000	-3.993480
4.000000	37.500000	-4.143860
4.500000	37.500000	-4.356470
5.000000	37.500000	-4.525700
5.500000	37.500000	-4.640760
6.000000	37.500000	-4.714570
6.500000	37.500000	-4.702600
7.000000	37.500000	-4.664580
7.500000	37.500000	-4.599470
8.000000	37.500000	-4.520550
8.500000	37.500000	-4.521000
9.000000	37.500000	-4.521870
9.500000	37.500000	-4.519990
10.000000	37.500000	-4.517450
10.500000	37.500000	-4.444260
11.000000	37.500000	-4.373870
11.500000	37.500000	-4.308930
12.000000	37.500000	-4.255350
12.500000	37.500000	-4.282330
13.000000	37.500000	-4.310380
13.500000	37.500000	-4.328850
14.000000	37.500000	-4.359240
14.500000	37.500000	-4.482480
15.000000	37.500000	-4.624170
15.500000	37.500000	-4.760770
16.000000	37.500000	-4.878700
0.000000	37.000000	-4.348390
0.500000	37.000000	-4.088710
1.000000	37.000000	-3.855700
1.500000	37.000000	-3.702290
2.000000	37.000000	-3.688180
2.500000	37.000000	-3.845700
3.000000	37.000000	-4.097510
3.500000	37.000000	-4.348030
4.000000	37.000000	-4.535320
4.500000	37.000000	-4.711140
5.000000	37.000000	-4.791020
5.500000	37.000000	-4.801750
6.000000	37.000000	-4.806950
6.500000	37.000000	-4.853720
7.000000	37.000000	-4.913170
7.500000	37.000000	-4.935880
8.000000	37.000000	-4.896830
8.500000	37.000000	-4.859520
9.000000	37.000000	-4.773450
9.500000	37.000000	-4.675580
10.000000	37.000000	-4.614120
10.500000	37.000000	-4.583040
11.000000	37.000000	-4.590290
11.500000	37.000000	-4.592530
12.000000	37.000000	-4.561110
12.500000	37.000000	-4.547560
13.000000	37.000000	-4.498150
13.500000	37.000000	-4.445570
14.000000	37.000000	-4.453740
14.500000	37.000000	-4.560220
15.000000	37.000000	-4.743250
15.500000	37.000000	-4.951250
16.000000	37.000000	-5.150170
0.000000	36.500000	-5.129060
0.500000	36.500000	-4.672910
1.000000	36.500000	-4.277880
1.500000	36.500000	-4.000700
2.000000	36.500000	-3.921500
2.500000	36.500000	-4.128790
3.000000	36.500000	-4.482050
3.500000	36.500000	-4.847820
4.000000	36.500000	-5.114400
4.500000	36.500000	-5.201120
5.000000	36.500000	-5.151200
5.500000	36.500000	-5.025670
6.000000	36.500000	-4.896630
6.500000	36.500000	-5.049850
7.000000	36.500000	-5.219520
7.500000	36.500000	-5.351460
8.000000	36.500000	-5.390040
8.500000	36.500000	-5.262740
9.000000	36.500000	-5.048910
9.500000	36.500000	-4.821270
10.000000	36.500000	-4.665760
10.500000	36.500000	-4.723660
11.000000	36.500000	-4.852510
11.500000	36.500000	-4.967650
12.000000	36.500000	-5.008600
12.500000	36.500000	-4.930620
13.000000	36.500000	-4.783820
13.500000	36.500000	-4.636600
14.000000	36.500000	-4.573790
14.500000	36.500000	-4.705920
15.000000	36.500000	-4.942410
15.500000	36.500000	-5.222550
16.000000	36.500000	-5.513510
0.000000	36.000000	-5.755290
0.500000	36.000000	-5.149910
1.000000	36.000000	-4.679520
1.500000	36.000000	-4.334280
